Campaign Name,Ad Group Name,Keyword,Match Type,Bid,Destination URL,Search Volume,Keyword Difficulty
Tier 1 Easy Wins,General Mortgages,private finance for mortgage,Exact,10.0,https://yourmortgagesite.com,2400.0,11.0
Tier 1 Easy Wins,Bridge Financing,bridge to loan,Broad,6.9,https://yourmortgagesite.com,1600.0,11.0
Tier 1 Easy Wins,Bridge Financing,bridge mortgage loan,Broad,3.01,https://yourmortgagesite.com,720.0,23.0
Tier 1 Easy Wins,Private Mortgages,private mortgage loan rates,Exact,9.28,https://yourmortgagesite.com,390.0,0.0
Tier 1 Easy Wins,Bridge Financing,bridge loan for mortgage,Exact,2.92,https://yourmortgagesite.com,170.0,5.0
Tier 1 Easy Wins,Bridge Financing,mortgage bridge loan,Broad,2.92,https://yourmortgagesite.com,170.0,6.0
