Campaign,Ad Group,Keyword,Match Type,Max CPC,Final URL,Search Volume,Competition
Tier 1 Easy Wins,General Mortgages,monster mortgage canada,Broad,1.3,https://yourmortgagesite.com,1900.0,16.0
