se_type,keyword,location_code,language_code,keyword_info,keyword_info_normalized_with_bing,keyword_info_normalized_with_clickstream,clickstream_keyword_info,keyword_properties,serp_info,avg_backlinks_info,search_intent_info,search_volume,cpc,competition,competition_level,monthly_searches,source,seed_term,depth,related_keywords,keyword_se_type,keyword_last_updated_time,keyword_competition,keyword_competition_level,keyword_cpc,keyword_search_volume,keyword_low_top_of_page_bid,keyword_high_top_of_page_bid,keyword_categories,keyword_monthly_searches,keyword_search_volume_trend,keyword_location_code,keyword_language_code,keyword_keyword_info_normalized_with_bing,keyword_keyword_info_normalized_with_clickstream,keyword_clickstream_keyword_info,keyword_keyword_properties,keyword_serp_info,keyword_avg_backlinks_info,keyword_search_intent_info,categories,keyword_difficulty,main_intent,foreign_intent,cluster_id,cluster_name,category_cluster,difficulty_tier,recommended_match_type
google,mortgage rate bank of canada,2124.0,en,"{'se_type': 'google', 'last_updated_time': '2025-07-13 13:05:56 +00:00', 'competition': 0.19, 'competition_level': 'LOW', 'cpc': 2.58, 'search_volume': 5400, 'low_top_of_page_bid': 0.7, 'high_top_of_page_bid': 2.33, 'categories': [10012, 10097, 11841, 12960], 'monthly_searches': [{'year': 2025, 'month': 6, 'search_volume': 2400}, {'year': 2025, 'month': 5, 'search_volume': 2400}, {'year': 2025, 'month': 4, 'search_volume': 3600}, {'year': 2025, 'month': 3, 'search_volume': 5400}, {'year': 2025, 'month': 2, 'search_volume': 6600}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 5400}, {'year': 2024, 'month': 11, 'search_volume': 2900}, {'year': 2024, 'month': 10, 'search_volume': 5400}, {'year': 2024, 'month': 9, 'search_volume': 12100}, {'year': 2024, 'month': 8, 'search_volume': 2900}, {'year': 2024, 'month': 7, 'search_volume': 4400}], 'search_volume_trend': {'monthly': 0, 'quarterly': -33, 'yearly': -84}}",,,,"{'se_type': 'google', 'core_keyword': 'bank of canada mortgage rates', 'synonym_clustering_algorithm': 'text_processing', 'keyword_difficulty': 57, 'detected_language': 'en', 'is_another_language': False}",,"{'se_type': 'google', 'backlinks': 2334.2, 'dofollow': 1385.7, 'referring_pages': 1506.1, 'referring_domains': 354.8, 'referring_main_domains': 330.5, 'rank': 304.1, 'main_domain_rank': 515, 'last_updated_time': '2024-09-30 19:56:27 +00:00'}","{'se_type': 'google', 'main_intent': 'navigational', 'foreign_intent': ['informational'], 'last_updated_time': '2023-03-07 02:07:28 +00:00'}",5400.0,2.58,0.19,LOW,"[{'year': 2025, 'month': 6, 'search_volume': 2400}, {'year': 2025, 'month': 5, 'search_volume': 2400}, {'year': 2025, 'month': 4, 'search_volume': 3600}, {'year': 2025, 'month': 3, 'search_volume': 5400}, {'year': 2025, 'month': 2, 'search_volume': 6600}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 5400}, {'year': 2024, 'month': 11, 'search_volume': 2900}, {'year': 2024, 'month': 10, 'search_volume': 5400}, {'year': 2024, 'month': 9, 'search_volume': 12100}, {'year': 2024, 'month': 8, 'search_volume': 2900}, {'year': 2024, 'month': 7, 'search_volume': 4400}]",suggestions_v2_mortgage canada,mortgage canada,,,,,,,,,,,,,,,,,,,,,,,"[10012, 10097, 11841, 12960]",57.0,navigational,['informational'],6,rate + mortgage rate + prime,Uncategorized,Medium,Phrase
google,mortgage rate prime canada,2124.0,en,"{'se_type': 'google', 'last_updated_time': '2025-07-22 12:03:06 +00:00', 'competition': 0.22, 'competition_level': 'LOW', 'cpc': 1.74, 'search_volume': 2400, 'low_top_of_page_bid': 0.47, 'high_top_of_page_bid': 1.79, 'categories': [10003, 10012, 10097, 11841, 12960, 13299], 'monthly_searches': [{'year': 2025, 'month': 6, 'search_volume': 1600}, {'year': 2025, 'month': 5, 'search_volume': 1600}, {'year': 2025, 'month': 4, 'search_volume': 1900}, {'year': 2025, 'month': 3, 'search_volume': 3600}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 3600}, {'year': 2024, 'month': 9, 'search_volume': 2900}, {'year': 2024, 'month': 8, 'search_volume': 1900}, {'year': 2024, 'month': 7, 'search_volume': 2400}], 'search_volume_trend': {'monthly': 0, 'quarterly': -16, 'yearly': -33}}",,,,"{'se_type': 'google', 'core_keyword': 'mortgage prime rate canada', 'synonym_clustering_algorithm': 'text_processing', 'keyword_difficulty': 38, 'detected_language': 'en', 'is_another_language': False}",,"{'se_type': 'google', 'backlinks': 248.2, 'dofollow': 175.5, 'referring_pages': 235.5, 'referring_domains': 101.8, 'referring_main_domains': 84.3, 'rank': 190.9, 'main_domain_rank': 453.1, 'last_updated_time': '2024-10-06 06:26:36 +00:00'}","{'se_type': 'google', 'main_intent': 'navigational', 'foreign_intent': ['informational'], 'last_updated_time': '2023-03-07 02:07:29 +00:00'}",2400.0,1.74,0.22,LOW,"[{'year': 2025, 'month': 6, 'search_volume': 1600}, {'year': 2025, 'month': 5, 'search_volume': 1600}, {'year': 2025, 'month': 4, 'search_volume': 1900}, {'year': 2025, 'month': 3, 'search_volume': 3600}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 3600}, {'year': 2024, 'month': 9, 'search_volume': 2900}, {'year': 2024, 'month': 8, 'search_volume': 1900}, {'year': 2024, 'month': 7, 'search_volume': 2400}]",suggestions_v2_mortgage canada,mortgage canada,,,,,,,,,,,,,,,,,,,,,,,"[10003, 10012, 10097, 11841, 12960, 13299]",38.0,navigational,['informational'],6,rate + mortgage rate + prime,Uncategorized,Medium,Phrase
google,canada prime rate mortgage,2124.0,en,"{'se_type': 'google', 'last_updated_time': '2025-07-11 08:14:12 +00:00', 'competition': 0.22, 'competition_level': 'LOW', 'cpc': 1.74, 'search_volume': 2400, 'low_top_of_page_bid': 0.47, 'high_top_of_page_bid': 1.79, 'categories': [10012, 10097, 11841, 12960, 13293], 'monthly_searches': [{'year': 2025, 'month': 6, 'search_volume': 1600}, {'year': 2025, 'month': 5, 'search_volume': 1600}, {'year': 2025, 'month': 4, 'search_volume': 1900}, {'year': 2025, 'month': 3, 'search_volume': 3600}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 3600}, {'year': 2024, 'month': 9, 'search_volume': 2900}, {'year': 2024, 'month': 8, 'search_volume': 1900}, {'year': 2024, 'month': 7, 'search_volume': 2400}], 'search_volume_trend': {'monthly': 0, 'quarterly': -16, 'yearly': -33}}",,,,"{'se_type': 'google', 'core_keyword': 'mortgage prime rate canada', 'synonym_clustering_algorithm': 'text_processing', 'keyword_difficulty': 41, 'detected_language': 'en', 'is_another_language': False}",,"{'se_type': 'google', 'backlinks': 208.7, 'dofollow': 158.6, 'referring_pages': 197.4, 'referring_domains': 99.9, 'referring_main_domains': 83.2, 'rank': 173.1, 'main_domain_rank': 458.4, 'last_updated_time': '2025-01-14 16:25:03 +00:00'}","{'se_type': 'google', 'main_intent': 'navigational', 'foreign_intent': ['informational'], 'last_updated_time': '2023-03-03 18:13:05 +00:00'}",2400.0,1.74,0.22,LOW,"[{'year': 2025, 'month': 6, 'search_volume': 1600}, {'year': 2025, 'month': 5, 'search_volume': 1600}, {'year': 2025, 'month': 4, 'search_volume': 1900}, {'year': 2025, 'month': 3, 'search_volume': 3600}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 3600}, {'year': 2024, 'month': 9, 'search_volume': 2900}, {'year': 2024, 'month': 8, 'search_volume': 1900}, {'year': 2024, 'month': 7, 'search_volume': 2400}]",suggestions_v2_mortgage canada,mortgage canada,,,,,,,,,,,,,,,,,,,,,,,"[10012, 10097, 11841, 12960, 13293]",41.0,navigational,['informational'],6,rate + mortgage rate + prime,Uncategorized,Medium,Phrase
google,mortgage rate calculator canada,2124.0,en,"{'se_type': 'google', 'last_updated_time': '2025-07-19 00:18:28 +00:00', 'competition': 0.57, 'competition_level': 'MEDIUM', 'cpc': 0.47, 'search_volume': 1000, 'low_top_of_page_bid': 0.15, 'high_top_of_page_bid': 0.44, 'categories': [10012, 10097, 11841, 12957, 12960, 13285, 13293], 'monthly_searches': [{'year': 2025, 'month': 6, 'search_volume': 590}, {'year': 2025, 'month': 5, 'search_volume': 720}, {'year': 2025, 'month': 4, 'search_volume': 880}, {'year': 2025, 'month': 3, 'search_volume': 1300}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 1600}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 1000}], 'search_volume_trend': {'monthly': -18, 'quarterly': -33, 'yearly': -41}}",,,,"{'se_type': 'google', 'core_keyword': None, 'synonym_clustering_algorithm': 'text_processing', 'keyword_difficulty': 60, 'detected_language': 'en', 'is_another_language': False}",,"{'se_type': 'google', 'backlinks': 46659, 'dofollow': 45344.6, 'referring_pages': 45525.9, 'referring_domains': 194.7, 'referring_main_domains': 186.4, 'rank': 341.2, 'main_domain_rank': 498.8, 'last_updated_time': '2025-07-29 05:39:17 +00:00'}","{'se_type': 'google', 'main_intent': 'navigational', 'foreign_intent': ['informational'], 'last_updated_time': '2023-03-07 02:07:28 +00:00'}",1000.0,0.47,0.57,MEDIUM,"[{'year': 2025, 'month': 6, 'search_volume': 590}, {'year': 2025, 'month': 5, 'search_volume': 720}, {'year': 2025, 'month': 4, 'search_volume': 880}, {'year': 2025, 'month': 3, 'search_volume': 1300}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 1600}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 1000}]",suggestions_v2_mortgage canada,mortgage canada,,,,,,,,,,,,,,,,,,,,,,,"[10012, 10097, 11841, 12957, 12960, 13285, 13293]",60.0,navigational,['informational'],6,rate + mortgage rate + prime,Uncategorized,Medium,Phrase
