Campaign Name,Ad Group Name,Keyword,Match Type,Bid,Destination URL,Search Volume,Keyword Difficulty
Tier 1 Easy Wins,General Mortgages,monster mortgage canada,Broad,1.3,https://yourmortgagesite.com,1900.0,16.0
